User_id,Date,Campaign_id
5dcd3TynYDnX2gfW,2017-08-03T00:51:01Z,
9HylMAvlfJu1XAsF,2017-08-09T12:40:59Z,Campaign_77
YkHTHUxGDpQbYyzZ,2017-09-20T14:35:05Z,Campaign_70
5A1E8UYQIDJa64zj,2017-08-25T11:24:25Z,Campaign_16
iOpFdQiSGiZByRse,2017-09-10T07:21:14Z,Campaign_65
b9P3MHPQ1wGCUZ7S,2017-08-21T11:55:22Z,
PFlXNn1v1yMzBsId,2017-08-07T19:51:44Z,Campaign_21
SNrkIeZ4TsXtJ38v,2017-09-30T08:57:09Z,
Grxb9ZzPQ4uF0eIN,2017-09-29T09:49:22Z,
rOzMeFHTDpgJOoDY,2017-08-15T07:06:46Z,Campaign_52
lVZ2TPlWz5JVddFu,2017-09-12T04:46:19Z,
ibEW8kKIaqCdTjGc,2017-08-09T02:37:00Z,
CGi6nXeVcrcRi5LW,2017-08-17T20:52:27Z,Campaign_19
8vNeRgLaNI2eaREO,2017-09-17T06:43:18Z,Campaign_51
sVFkRABix8rDLIG0,2017-08-20T16:27:05Z,
0STaKMs3tu0HfdBT,2017-08-12T18:58:13Z,Campaign_77
Zwiddj24DuhVOxUT,2017-08-10T07:07:29Z,Campaign_35
0ZXnLWALpf66XBAz,2017-08-01T08:56:25Z,
vYI1v15pGCUDhNpO,2017-08-06T10:02:24Z,Campaign_95
t5bKAQdXgzYjy1e3,2017-09-19T02:10:57Z,Campaign_83
1xj1wqbKu77ysYJ2,2017-08-07T12:29:56Z,
6U2mMi0trhDEmFHY,2017-08-11T18:39:35Z,
lFo4YrcBJHSqSl4E,2017-08-15T22:17:04Z,Campaign_54
hTyQq2BBoeN2m2ew,2017-09-20T00:22:57Z,Campaign_19
21tF0ZfcMNQW0jJo,2017-09-29T15:37:02Z,Campaign_90
zYPGMNn2ZBztWSMO,2017-08-02T01:47:54Z,
dnh2JZADg5yz6brB,2017-08-13T13:25:47Z,
ap2rqteERqnUjkDn,2017-09-29T20:12:18Z,Campaign_1
zhZi2D14RSWOrFGa,2017-09-08T23:06:24Z,
48T84IAP6UFKPWLw,2017-09-06T14:59:21Z,Campaign_56
A7e3NN7Uc18fsZyD,2017-08-14T18:28:26Z,Campaign_47
TcJWtvhnp2udiqWt,2017-08-03T11:54:25Z,Campaign_97
QACtYH9ynOdYP1F6,2017-08-06T14:26:47Z,Campaign_69
TaVXf18O7gYkLC6B,2017-09-20T10:59:31Z,Campaign_84
p74fDbrGn0iYxwIv,2017-09-10T21:50:03Z,
2jmrOiKYPnamUlhl,2017-08-20T22:22:34Z,
CeQ4YM0LjqSCvYmA,2017-10-01T01:42:02Z,Campaign_82
b8vegJiv5LzRAZX3,2017-08-19T19:56:14Z,
wzRZbLRzHYHqkKlJ,2017-09-01T00:00:18Z,
2tmKsQXqMofDPCs9,2017-09-12T23:35:12Z,
hQTmxydK9o907kVd,2017-08-06T12:53:44Z,Campaign_7
SpoObfMtPRJwJOiW,2017-09-23T00:36:27Z,
IcxW1HX3uQEVJmuY,2017-09-01T04:53:13Z,Campaign_2
8kDOgbPFctAK1FuI,2017-09-27T19:31:25Z,
hQm1wUyVWsA91geK,2017-09-08T08:36:58Z,Campaign_94
EqhnrihFeANSjiRs,2017-09-04T18:33:42Z,Campaign_60
MA1paipZ3iAy5KWx,2017-08-15T00:58:45Z,
cN4zT8pMJ06CSVhy,2017-09-21T02:24:16Z,Campaign_46
rfZgJFOO85ejhmG6,2017-09-27T15:06:49Z,Campaign_65
1FnGu8OUtaSOuLVx,2017-09-21T10:16:20Z,
WH4kbJOpTppnYHk1,2017-08-04T16:57:32Z,Campaign_95
CNsUJqwGpDaqU5gu,2017-09-22T13:17:10Z,
VDSee5AOD81wiyo2,2017-09-24T00:54:15Z,
LhfNQerSLYrqQ7i2,2017-09-12T02:40:14Z,
yydc8D5mka7Weafw,2017-08-02T02:09:58Z,Campaign_45
ZgIXX7zwLqeqJOQg,2017-09-09T11:49:30Z,
IRiU1vbJ6zqwlqej,2017-08-29T00:19:19Z,Campaign_90
AESbIGTO5F7gZkM9,2017-09-27T13:04:27Z,Campaign_45
rKbMy2dcXvhh0Yey,2017-09-04T19:45:18Z,
F086OairYKNROMwN,2017-08-16T02:56:29Z,Campaign_23
TjRnMNkvh5XaDbqI,2017-08-30T21:07:58Z,
mTfu2vLeCTxuRHlj,2017-09-15T14:45:27Z,Campaign_93
FQYJ2Ul68gzMxtly,2017-09-05T19:43:57Z,Campaign_37
NrCEQ9xwq787vPaB,2017-08-30T23:36:20Z,Campaign_30
77a0NGheyroFWx49,2017-09-15T22:55:39Z,Campaign_43
qzjQOWQI15ENiS3f,2017-08-22T08:48:55Z,
CD6q0nkmP2NKpuly,2017-08-26T09:03:16Z,
swXkhq485ftRFkCv,2017-09-21T11:58:25Z,Campaign_69
LaVbqIAyAJBDRMXU,2017-08-01T17:44:57Z,
KXQtm8UnP1Et6Vw2,2017-08-09T03:55:29Z,Campaign_43
R9DRUMLBP7Mjy8Kj,2017-08-10T23:13:44Z,
dcltKcUczshnl9uw,2017-09-18T01:49:43Z,Campaign_93
5QJ7ZC3ryMM0njIt,2017-08-11T06:34:41Z,Campaign_95
M1urR3sAXpUxXxLs,2017-09-06T22:42:03Z,
JduenziHd1cVEkXa,2017-08-30T11:09:35Z,Campaign_7
lSImd891BMhfVxFS,2017-08-08T10:23:05Z,Campaign_83
9aSrzTpElGDiXVLo,2017-08-04T08:00:00Z,Campaign_66
fdhep0mTZsChG773,2017-09-14T16:09:04Z,
zGI6PmyA1XKryYEx,2017-09-16T18:49:04Z,Campaign_29
hVS9lWrgdRztYxCY,2017-09-04T06:48:18Z,
OXfCyZ8DEI1nVTp2,2017-08-27T01:15:56Z,
GClcp5VxWKI5HRjp,2017-09-17T18:37:27Z,Campaign_35
NOKxkZ6uFBK9Yxaz,2017-08-14T00:25:02Z,Campaign_35
VxEvRlDCPuHZA9Pl,2017-08-18T04:38:29Z,
msAPqkI0oiCyM49F,2017-09-29T22:37:16Z,
M0sWY13ZqhBxYS6V,2017-08-21T15:26:24Z,Campaign_96
hRKDlLNwSsgdF2zR,2017-09-15T20:44:49Z,Campaign_81
B8PjEmVTP5bUFpvy,2017-09-15T14:20:01Z,
NN4xqwQKRnt5fWxh,2017-09-18T15:43:27Z,
eBdFc8wQUk7rFmjX,2017-09-05T09:13:42Z,Campaign_21
OpHx8iPpMdwHjWOz,2017-09-20T20:47:02Z,Campaign_99
jcq1lVbqOwBejrOH,2017-08-18T12:10:32Z,
9dX5nuPvSUdHmG6P,2017-08-07T17:30:18Z,
JIAcOB05TTILoQXS,2017-08-13T18:13:03Z,Campaign_96
JCvYJ8T5gjRmInf3,2017-09-22T04:19:35Z,Campaign_61
eqV0F5TfBSoANg9x,2017-08-02T15:39:18Z,Campaign_59
iO1dzAQ0gGnRm18Z,2017-08-07T18:30:32Z,
L0JXLsHTQlyzzPwG,2017-09-03T08:30:01Z,
peqdWmREd4FPgYou,2017-08-22T22:27:21Z,Campaign_74
ofw0JQpjRVJeJMe3,2017-09-18T11:31:41Z,Campaign_91
jF6zmpctNcAqCCgj,2017-09-18T15:16:52Z,
TGfaHlvfiyRRtRTt,2017-09-18T08:54:00Z,
6kN1pc7GxaUd9q4H,2017-08-28T20:40:16Z,Campaign_25
bZMVB4Ty1ULBOC0q,2017-09-13T03:50:00Z,Campaign_87
LL3RgdxBBL0q4emc,2017-09-24T13:38:00Z,Campaign_63
QFGeykLmMAPBPnht,2017-09-22T21:28:16Z,
7OiOBMwq102WFgQj,2017-09-30T11:47:27Z,
2LwhYuZBuLqL7gNy,2017-08-17T02:31:24Z,
H0UHhcw32lHfreBq,2017-08-03T14:25:54Z,
9mytTPM90Opypb70,2017-09-05T04:46:56Z,
5Te6l0Z9m82uIu6A,2017-09-11T18:35:27Z,Campaign_79
8KzeJU5AKXa8VyzC,2017-09-15T09:21:03Z,
A3pA9YjgNRoHqcf5,2017-08-11T09:02:01Z,Campaign_21
VWYYEoK6mBl7DRkn,2017-09-13T20:57:40Z,Campaign_81
gpfaRV4eVQIW7EcH,2017-08-27T19:33:51Z,
Y5I2NwwNFdQebSIE,2017-09-27T07:14:12Z,Campaign_23
3sWo2KbjuTG9mw0L,2017-09-11T13:16:49Z,Campaign_7
8eSH7CAXlOqN0WPM,2017-08-19T13:10:38Z,Campaign_78
8vVuGAUNiTFiFDQ3,2017-09-06T22:25:20Z,Campaign_93
m2jVOYjILX6lhk54,2017-09-28T06:03:36Z,
CWJiCi0sosMaioHy,2017-09-29T16:58:40Z,Campaign_1
ykxKzdK2Q2Epsnor,2017-08-07T01:02:53Z,Campaign_48
wtYxOLmR2EiWEqFU,2017-08-27T04:24:43Z,Campaign_40
Dm7OFBkKqP1yem3N,2017-08-17T22:27:57Z,Campaign_30
4nMNi5wdNuyoSGvP,2017-08-30T21:38:40Z,
JlGYes6dMGT52aZn,2017-08-03T22:45:40Z,
vZDNm7Mr3YusrpA3,2017-09-04T06:32:39Z,Campaign_47
UpgM2NpKqqNgKbJP,2017-09-22T09:43:07Z,Campaign_91
EXZN8eZa25FXIHGs,2017-09-09T15:38:07Z,Campaign_17
KFSRe8s1M0M1sxcB,2017-08-28T02:16:03Z,
IaJoeU9rkYd68irz,2017-08-18T13:00:31Z,
xHlhE3C2vVJytM5j,2017-08-29T08:49:31Z,Campaign_59
lP6iSnYBUWbnt8JZ,2017-08-27T08:36:30Z,
0iQTqDHRTRLVxK5W,2017-08-07T14:53:37Z,Campaign_40
H5oILT3hgUFgFlwg,2017-09-02T05:15:16Z,Campaign_7
qcDfh3Lu8MoYO8u9,2017-08-17T18:28:55Z,
y9DymkHUCsMiCSXH,2017-08-16T05:39:11Z,Campaign_40
sBub0mnlLA2vpijQ,2017-09-30T20:03:30Z,
Jl4VLLAL6jSuRBVI,2017-08-12T22:51:27Z,
oixfbfcW314zU0Xt,2017-08-17T06:56:33Z,Campaign_42
nXruYkGHPZSokTpf,2017-09-06T06:53:18Z,
iVPTY0iUgSTVTHs4,2017-08-02T15:28:21Z,
0BB6NBIctx2kZpLS,2017-09-12T00:49:57Z,Campaign_66
VlCbQ7XOE0OsclUj,2017-08-12T16:01:23Z,
PGlHeTMu4erzDEFV,2017-08-06T13:00:05Z,
G1GKExKkzbosjM8c,2017-09-27T17:03:59Z,
Ju63nv5YOvSDN9Hq,2017-08-28T17:58:58Z,
yAI2QvdXZKrjGPBi,2017-09-05T02:53:28Z,
xzgVioxEa8xmUnli,2017-08-08T22:55:53Z,Campaign_20
fbfVz7XvzBIrN3yL,2017-08-09T18:39:25Z,
5TZdSOcBgPwwjWeq,2017-08-21T03:43:10Z,Campaign_97
CDTRJ3UFEv7PC9sn,2017-08-15T12:13:57Z,
qNaJGQ6pCuBs8vGm,2017-09-12T04:02:08Z,Campaign_86
irdTlfBETaS8WIcu,2017-09-23T04:07:13Z,Campaign_68
msjfXFUBUWRHoUzb,2017-09-10T17:16:31Z,
wUJuRXLe447RVKke,2017-09-10T20:25:24Z,
AShhYbU6cyoevI6I,2017-09-03T12:26:29Z,
nXCxybVWRtfgI4To,2017-09-08T07:42:23Z,
1jnxH7i7I9EHKEQV,2017-09-20T04:22:57Z,
4wjP33Yrai5oJ3nf,2017-09-01T08:50:06Z,
QZ5TdwcXCSl92HU7,2017-09-01T00:40:17Z,Campaign_77
NvRTm5ODjgo9nY8n,2017-08-28T02:17:12Z,Campaign_97
Xv9pgQ5o3XfNakW5,2017-09-03T23:01:43Z,Campaign_5
l0F4uThh6cBc1LUj,2017-09-27T02:31:35Z,
9jCxz37vN6LhknXx,2017-09-30T23:18:03Z,Campaign_72
FQioB4laiqkjmRsv,2017-09-28T04:59:08Z,
5ig0fW7hYVRlFwj9,2017-08-05T00:04:45Z,Campaign_45
dn1m4SD8D94jql6n,2017-09-18T20:10:13Z,Campaign_70
1ChSuHAc1N7dT707,2017-09-05T23:05:20Z,Campaign_34
tdeDVNRg1zZHEeQx,2017-08-06T01:25:27Z,Campaign_57
UXP5PZj7GhiidrVi,2017-08-14T05:29:40Z,Campaign_42
ayjQ0bVcWC3P5wl4,2017-08-18T10:57:33Z,
eaoexgQ2aoqYDxbS,2017-09-10T12:34:02Z,Campaign_69
zF8jTxxJBMjUm1vH,2017-09-03T09:30:38Z,Campaign_23
LQiKsrSHVu1BGctm,2017-08-08T11:22:42Z,
QKjOOKHz6I8Y9Pt4,2017-09-02T03:40:03Z,
j3HsO7ZFCQ9EqBXx,2017-08-08T20:12:00Z,
dWaAGnfHbiwGovgl,2017-09-08T15:05:38Z,
AORVfjxZpkwnqB4G,2017-09-20T00:35:53Z,
755HkXCBCKHJ7B7D,2017-09-29T11:42:16Z,Campaign_81
3ai4DuTuTA33GMcY,2017-08-25T02:11:08Z,
bdX4lSSX5AvPGz0u,2017-09-09T03:38:58Z,Campaign_85
AIaojUzeiOnLcLn5,2017-08-10T12:09:34Z,
UsrDsBQ6ieomQ4R1,2017-09-02T03:46:22Z,
RHIzpLxwgOJPta3E,2017-08-05T06:02:11Z,
BYAlkXYlvNJ3xrpI,2017-09-05T14:27:04Z,
qwv5idYYdQFVjlS4,2017-08-05T12:30:49Z,Campaign_90
iatDG0KUQweTlzhr,2017-08-16T05:42:48Z,Campaign_55
yUBqPDIhaRbaW9wt,2017-09-26T21:41:33Z,Campaign_43
RpTCmMqlK7wOl0ZX,2017-08-18T14:46:12Z,
kWwscxWq4q23FREh,2017-09-02T02:33:05Z,
HSBKsUZRwRTQ3Mjg,2017-08-23T18:25:13Z,Campaign_90
sSGwd1wiU8VHB97R,2017-08-12T06:35:18Z,
Knq0JHZcXn6EUvwI,2017-09-07T15:05:17Z,
FZqQEcuEbeDknBZO,2017-08-18T11:46:06Z,Campaign_19
iADtrkn3QGWMPbwn,2017-08-31T15:31:02Z,
r1K8BfML74IBj4kN,2017-08-23T00:11:42Z,Campaign_62
nDrc0Ht5rf1RnvVC,2017-09-23T00:45:14Z,Campaign_19
OPKkyJq4ikaGT7jo,2017-09-06T06:43:39Z,
4VTSQjMhk6TXEHvs,2017-08-28T21:42:01Z,Campaign_81
BSUY6Ta0ogQ7Gnhw,2017-09-02T22:23:05Z,Campaign_69
JxZdPNn1v4EorSH5,2017-09-27T22:17:28Z,
lEoVZESySOiQ0J1T,2017-09-09T02:27:21Z,Campaign_20
grk3xe3fwC61wRkd,2017-08-30T07:15:48Z,Campaign_53
EsBqfxhnOBaRWPbx,2017-09-20T17:47:50Z,Campaign_62
2Hpsqszzx56iaq06,2017-08-02T01:21:14Z,Campaign_97
u0INjGec79mnhq8I,2017-09-17T19:48:21Z,
BDFnMOjK7KbeTUwG,2017-08-20T15:09:12Z,Campaign_58
pmGfd09vzcKPeqCB,2017-09-27T13:01:48Z,
Fq8l9qVEEIeD172q,2017-09-11T19:15:14Z,Campaign_61
pB4ZepUtY17nuFY8,2017-09-14T08:09:19Z,Campaign_79
8mawp5L64LfviheP,2017-08-19T00:39:16Z,Campaign_55
If6dZkMIcReohHNg,2017-09-07T20:18:43Z,Campaign_1
5BDCezaNuoxhhpJR,2017-09-09T18:58:10Z,
seu2Lsn9l4UAIgEE,2017-08-27T04:22:22Z,
pMbRc6Kcp9jN0Jxz,2017-09-12T08:46:13Z,Campaign_43
LKrGP8Kwsoh7HmG1,2017-08-28T15:58:16Z,
pxLN9kY4cqVXNRuj,2017-08-08T18:32:06Z,
BkJ5AUBrieG4niVK,2017-09-07T12:28:56Z,Campaign_28
JTGVK9HhSDJ5pGXr,2017-09-05T10:42:21Z,
850w9YRfsaWl2BUH,2017-09-04T23:34:30Z,Campaign_35
Y8dpL7pZwi1lrhRy,2017-08-12T00:40:23Z,
dS20rSq8pWGi5m8B,2017-09-18T08:37:04Z,Campaign_50
bEkPDPXzHTTqZz2G,2017-08-01T18:06:06Z,
d1YsyxLAn5bb3EuS,2017-08-05T04:21:22Z,
7Y0BxmbJox6nYRgm,2017-09-12T09:21:12Z,
QMF0zG5aMwVSdsTD,2017-08-22T22:30:14Z,Campaign_60
YFlSSGVfVTa73O1q,2017-09-17T15:28:19Z,Campaign_92
VDOyLPFJrpCX5dL5,2017-08-03T04:29:15Z,Campaign_69
B5o71F3iwfLPItNj,2017-09-11T21:57:04Z,Campaign_43
KuiFsTYSNqq0k7J1,2017-09-12T17:24:10Z,Campaign_89
XgsqWDkyAvEwNcow,2017-09-07T22:32:07Z,
WL7GDY3TuUy8SMte,2017-09-13T18:19:21Z,
ESz15nlwfrbybKLs,2017-08-20T04:53:19Z,Campaign_42
Ct36KDZk4v7rPQIA,2017-09-26T16:29:13Z,
02rB9g9iEGbWHy0x,2017-09-16T04:08:27Z,
vI965CQEUHkzTXZp,2017-08-22T11:45:50Z,
xA7p3knsmk2g33ZL,2017-09-17T17:15:53Z,
kyfkKEPE3fCeWFku,2017-08-18T06:08:01Z,
NXjQlV9QxNDsfQFo,2017-09-28T02:22:15Z,
uY0ccOTaoN2yx6Gk,2017-08-10T18:29:18Z,
zIgVf4P2E8pveKVg,2017-09-26T20:31:06Z,Campaign_74
4y8NyoXjeWwTdXV0,2017-08-24T15:25:19Z,Campaign_88
0Rg84gG5F2wVuQYJ,2017-08-17T08:52:20Z,Campaign_13
EoibrSy83UZqoh5C,2017-09-06T01:54:33Z,
ULLezM8HYCHqeis4,2017-09-05T03:44:02Z,
Qo5KWkixl1OWeGRX,2017-09-11T07:41:32Z,Campaign_80
3gh0fKMJRPl9q8jI,2017-08-26T11:16:10Z,Campaign_85
J09V9uVkpunx9JJF,2017-09-17T23:10:04Z,Campaign_82
IRNmVjP8VmhwiPx6,2017-08-24T10:42:20Z,
intkBpF2HWo1RNKS,2017-09-17T20:23:26Z,
rvX1DyvIZD1zox8h,2017-08-27T08:56:12Z,Campaign_76
z5lgzMMacoozppCh,2017-09-20T02:24:29Z,Campaign_89
Nc8zBlO8B2FeYx8V,2017-09-29T10:07:38Z,
PCvHnWKmJ7LbVDrL,2017-09-06T14:48:22Z,
QwK9MJZo7NOQcTjA,2017-08-21T15:09:52Z,Campaign_46
g7xzmZG1yRPqFvd0,2017-09-25T08:08:09Z,
gEl5yLE5KRhFqxNl,2017-09-01T08:02:19Z,Campaign_32
z48VeicbS0GPneaU,2017-08-16T04:03:38Z,Campaign_38
GMCQtqOl8t3H8m2X,2017-08-08T02:22:44Z,
wGouIMxwMkt9k1V3,2017-08-13T14:13:35Z,
BAPyqlW7wXTnAbYj,2017-09-13T20:03:27Z,Campaign_14
vYVIMz3eDp727shn,2017-09-09T02:12:23Z,Campaign_99
ik4TnhHVDL8w15nA,2017-08-28T07:03:56Z,
o5UXAigXy5hJ7yTt,2017-08-04T12:22:37Z,Campaign_83
Ep9ZMTe97UuqIhp3,2017-08-13T06:51:29Z,Campaign_35
KttxZG0DYnJFs28y,2017-09-17T19:00:44Z,Campaign_64
VptPEHFoA60Z7KYd,2017-08-21T07:04:40Z,
c2ITMQyMfFiIyi5w,2017-09-16T11:36:31Z,Campaign_21
JPVXSB9qnNXcncQV,2017-09-26T02:33:44Z,Campaign_55
UnvLXcyPU43ky5UH,2017-09-22T10:26:17Z,
ugnTRZjBjuBrbci4,2017-09-17T01:10:35Z,
yWGbbRimC9OZrZzb,2017-08-29T20:47:14Z,Campaign_93
Ys3fWdcry9KwYJTy,2017-08-08T13:10:35Z,
azJNfiAmnP7UkpZS,2017-09-16T13:31:07Z,Campaign_70
ScZ7g9FbPjIcZ45b,2017-08-26T00:40:08Z,
bL8xTOy82BPrB17Z,2017-08-10T09:49:00Z,Campaign_12
1wbbmJ9ahbuwiKVs,2017-09-03T20:36:32Z,
i3GewU2Th12g3mVT,2017-08-05T08:20:56Z,Campaign_89
wtwWgo5N7cgINrWr,2017-08-14T12:22:23Z,Campaign_40
VnURZzYVJRULAeIi,2017-08-13T05:34:51Z,
RGbrRijDb5VZAalU,2017-09-27T09:44:18Z,
AaDD4D12xD6THHC3,2017-08-21T01:36:48Z,Campaign_58
z6Zglk4Mhr0j6a8u,2017-09-18T12:34:55Z,Campaign_38
x2R3hJzdZI4uDsIk,2017-08-27T06:36:13Z,Campaign_66
EXerOwEQUwolPLD8,2017-08-08T12:26:42Z,Campaign_57
6ifbdmPLn3JHU4Fa,2017-09-21T08:02:40Z,Campaign_12
rPkwR1S9YM8RXoII,2017-08-08T19:23:26Z,
y2rTep3JOblN8MEm,2017-09-09T19:59:25Z,
L5VV0zAWMnx2n9nG,2017-08-27T12:20:22Z,Campaign_37
OtPfy0LGpksX7fyR,2017-09-25T13:57:56Z,Campaign_97
BCCkRpUOxgeQ5G2G,2017-08-02T14:18:54Z,Campaign_98
zmViVxug8z2zqwXA,2017-08-05T15:47:04Z,Campaign_67
xEz23xlE1QU08TeI,2017-09-16T04:02:32Z,
GW4xDDHIAa689fE2,2017-09-29T20:29:00Z,
3N1ESmIYwcXoUmtW,2017-09-05T16:47:02Z,Campaign_63
Dr74RDXitsrJYIjb,2017-08-27T05:07:18Z,
6VjBRsf9UDdeo6Yv,2017-09-18T02:55:30Z,
R3IzklOBdtwNAw3N,2017-09-03T23:07:10Z,
WR2aP7oOOFak992s,2017-09-25T05:51:37Z,
Z8jL4mzlZGybRQik,2017-08-16T14:24:47Z,
eCGMn1zlnp2XRcbO,2017-08-18T17:15:27Z,Campaign_33
oLdZ3FofwW402Wg9,2017-08-31T14:14:13Z,Campaign_33
auAYewCOdSQcZqfs,2017-08-31T07:45:17Z,Campaign_90
ducQq3gpGMxzongm,2017-08-15T21:31:04Z,Campaign_82
TfbvtZjrOSSQRh1l,2017-08-07T11:05:46Z,Campaign_73
dsint6bbuIDTcSTb,2017-08-19T20:29:44Z,Campaign_15
LIt7Ue4bEWK1vnEF,2017-08-14T17:56:53Z,
8iQIv2tvDWaxa71R,2017-09-06T18:57:58Z,Campaign_80
udgNJUfDuMzd4Wno,2017-08-04T05:53:05Z,Campaign_39
jxo0y6AenuVdlHAZ,2017-08-23T08:18:17Z,Campaign_13
YRhftpsi97aDIfG5,2017-08-14T21:53:10Z,
Bv3W1GgxIIHXrDll,2017-08-08T17:14:25Z,Campaign_80
X6bde4AEQNpUY1vP,2017-09-16T16:08:40Z,Campaign_81
f1S6xtmM55lRTQFy,2017-09-15T05:20:07Z,
bWfqY2iqZqNZUEay,2017-09-27T16:38:13Z,
y1pYyTkiNe1wp4r9,2017-08-19T07:21:51Z,
jJ3BNApF0Me3qxBu,2017-08-18T02:20:20Z,Campaign_11
fL9Q02TGZasvLQ5O,2017-09-07T04:41:31Z,
ywrRcjcBHrDmosBA,2017-09-07T11:44:50Z,
mi41kAKPvKSttnnH,2017-08-12T00:37:14Z,
escPXgyp2f3SzZmg,2017-09-24T13:16:52Z,Campaign_1
3iIPw4cd9Zv7MLXx,2017-09-21T20:07:23Z,
5s90KV1ClH6enWz7,2017-09-27T14:04:41Z,
20wjtnhFsyhXHR1Z,2017-09-11T18:51:48Z,
EZ8ihM6pLczpl0Vn,2017-09-23T04:10:12Z,Campaign_4
XUHR8Y60dyqJY5ad,2017-08-25T00:48:47Z,
9f0TOgRteN2dGtLZ,2017-09-14T09:12:05Z,Campaign_92
Ji0zGOJGapHgIqee,2017-08-27T02:53:55Z,
xykxLN4zNe5R6b5L,2017-09-10T23:58:49Z,
H9DRR2xY47ATgHXZ,2017-08-31T19:41:16Z,Campaign_59
ApE5dJrHtTYS8zaR,2017-09-13T10:37:07Z,Campaign_93
y5vNUMI18NLeM1Jq,2017-08-21T06:14:06Z,Campaign_93
CRpgiO2MG8McHj3Q,2017-10-01T02:53:29Z,Campaign_39
OKdyGzz2KLpQDP7M,2017-09-24T06:59:27Z,
kolr5evO7Facs6y5,2017-09-14T11:53:38Z,Campaign_77
PDZlhhB5u1jmOOdi,2017-09-11T04:25:36Z,
5JsWO6c9QZ9Asz9f,2017-09-03T20:00:28Z,
6PjEMstNqzvNGHhZ,2017-08-25T05:20:59Z,Campaign_58
YTmPWDC38LWwPkkA,2017-08-26T06:51:56Z,
15xNm73gl10IWYPp,2017-09-25T04:05:16Z,
rnVt4WMawimHe9jO,2017-08-30T17:29:59Z,
v2vUYjg0mdqPpiPL,2017-09-07T00:52:14Z,
rFFqGWHgGc6oWvkD,2017-08-26T07:24:13Z,Campaign_97
UIELXKr746LmIOHO,2017-08-20T16:07:17Z,Campaign_68
pIo3IpnPsZclqeKf,2017-08-13T14:27:34Z,Campaign_10
HBNWa5VvRH08YLrI,2017-08-26T21:19:16Z,
o3qG1eSXksxtqOpy,2017-09-14T06:13:18Z,Campaign_70
YSIvZBta9tVy2rHr,2017-08-02T15:26:31Z,
PsUHf9QwNJt1SNat,2017-09-10T19:52:17Z,
4GagThdJfcId9le4,2017-09-18T00:33:20Z,
y6c9uHc5B1hA1GHl,2017-09-21T08:21:02Z,Campaign_11
TrA2EyhqzjtaxhX8,2017-09-19T11:25:44Z,Campaign_95
dsLIqTEuVHuUgXVk,2017-09-06T15:18:00Z,
RaRx4ahNnI6Iol9C,2017-09-15T08:30:19Z,
nSrVXJiI9VugFGNd,2017-09-06T11:08:39Z,
xVPMpPfcXkjK8uCa,2017-08-03T12:33:20Z,
Lq2aqONUdDMaP0a0,2017-09-02T22:20:49Z,Campaign_86
IuM9l5KhXLmEVuci,2017-08-18T18:33:49Z,
1wRsTNg0sKEU2XUB,2017-09-23T05:38:46Z,
Mqba5HkVx0Ntyk20,2017-08-21T06:08:11Z,
lbrx6VzSZDRtQH0D,2017-08-03T03:28:30Z,Campaign_86
iGjd7J8zqVIaw3E1,2017-08-26T05:26:39Z,Campaign_13
iXQ9eCisjSCGffON,2017-08-12T18:55:50Z,
SfdmCPCf1i19nXWi,2017-09-01T14:52:05Z,
kHel7KjFhx0QjhHG,2017-09-26T17:08:40Z,
hN5YIThzDVho6qz6,2017-08-24T08:27:20Z,
LGlxjFtALhMJunar,2017-08-19T14:17:17Z,
nkkA4RN6iMMf8Ild,2017-09-24T21:22:04Z,Campaign_52
lOZQGdC6DlSPCEhp,2017-08-11T02:03:48Z,Campaign_26
KrK7NTnTWelcMtOD,2017-09-06T04:36:31Z,
kuFZW1UjqNxvTKCn,2017-08-11T11:30:45Z,Campaign_23
Uk1rZ0z112YqWuNf,2017-08-06T22:23:05Z,Campaign_60
h72ILBwpqIbIIfp6,2017-08-10T16:07:21Z,Campaign_21
oB0g22s1wrDvTOA0,2017-08-17T03:26:28Z,
0VIz22fa5aZGpmfN,2017-08-14T14:40:17Z,
u1Fr5iObYO0QYz2g,2017-08-23T20:27:04Z,
iX4KktBTI26Iu23D,2017-08-26T00:56:36Z,Campaign_4
gE7jMY6WG6OO030R,2017-09-08T07:30:39Z,Campaign_34
vnc1pLPwOhRGkcHA,2017-09-11T23:01:18Z,
s0sflRtsxVmrsNmW,2017-08-17T09:04:50Z,
4H1vl8VpFntxMJbG,2017-09-25T08:54:40Z,
6zVWZJ7e4g7wt4bo,2017-08-14T18:55:42Z,
MA1FSxSrzPvXoQcb,2017-08-28T01:09:16Z,
DH4URubSy3Mn5Zf3,2017-08-07T08:19:46Z,Campaign_9
V120CBVTIFFGqKBk,2017-08-17T04:29:53Z,Campaign_5
oRBKHzkHlVCb8kEG,2017-09-22T17:02:01Z,
BcmX5R0WRdkR61G6,2017-09-05T23:45:17Z,Campaign_48
ShvjkKt95HgOg4Qg,2017-09-18T22:35:44Z,Campaign_54
3uUnNmUCb6GCuS0v,2017-08-18T12:56:34Z,
gOuqIOdL844ZhTlu,2017-08-13T22:35:00Z,
xzAMEGKBcV94biKQ,2017-08-16T01:50:50Z,
Vaz6jnfZGq2vcn1Y,2017-09-19T03:50:11Z,
0T5GEQKfRWf9dfTq,2017-09-06T00:15:25Z,Campaign_54
Ofqywr4gfqjr0Ayr,2017-08-12T23:57:54Z,Campaign_34
